"chunks","time","diff"
"whatever in the defeat and death of the vizier; or if by chance he had,","1767978659128","1"
"The count smiled bitterly.","1767978659128","1"
"the hand of Caderousse.","1767978659128","1"
"and kept on for Corsica. Dantès thought, as they passed so closely to","1767978659128","1"
"dispense with it.”","1767978659128","1"
"“Welcome among us, your excellency,” he said to him; “you heard what","1767978659128","1"
"again?” she exclaimed, in so plaintive an accent that it seemed to","1767978659128","1"
"the wretched fugitive. The cannon will warn everyone to refuse shelter","1767978659128","1"
"“Must I receive it, or leave it in the hands of the notary?”","1767978659128","1"
"M. de Villefort started from his seat, then in a moment fell down","1767978659128","1"
"“Yes.”","1767978659128","1"
"blue color of litmus-paper reddened by an acid, and it turns syrup of","1767978659128","1"
"“Where are you come from, sir? “ said Monte Cristo “You do not appear","1767978659128","1"
"“As a punishment for the crime I had committed,” answered Bertuccio.","1767978659128","1"
"Villefort towards his own relations, I ought to have denounced him to","1767978659128","1"
"add that I believe you too gentlemanly to refuse giving him some","1767978659128","1"
"of my senses, I heard my glass removed—the same which is there now on","1767978659128","1"
"resounded with their well-earned praises. At last, one day, Emmanuel","1767978659128","1"
"“He has done better than that—he has made himself understood.”","1767978659128","1"
"to other places—which, very likely, have no connection with the present","1767978659128","1"
"florins of the republic, which, from being constantly gazed upon, have","1767978659128","1"
"“Suffer hunger?” said Danglars, becoming pale.","1767978659128","1"
"from the iron gates to a double portico, on every step of which stood a","1767978659128","1"
"comprehend the justness of Morcerf’s remark. She was beautiful, but her","1767978659128","1"
"from being heard, was approaching the spot where he sat.","1767978659128","1"
"Morrel smiled mournfully.","1767978659128","1"
"the great city. When he had fixed his piercing look on this modern","1767978659128","1"
"my study lest she should imbibe disagreeable or anti-poetic impressions","1767978659128","1"
"“You mean, then, that if I leave you, Haydée——”","1767978659128","1"
"“It is sometimes essential to government to cause a man’s disappearance","1767978659128","1"
"Bellegarde to Beaucaire.”","1767978659128","1"
"relieved all Dantès’ apprehensions; he advanced calmly, and placed","1767978659128","1"
"And without listening to Villefort he arose, and followed Valentine,","1767978659128","1"
"bedside of her grandmother. The poor child appeared herself to require","1767978659128","1"
"the wonders of Babylon be talked of no more among us; all must bow to","1767978659128","1"
"places at his windows in the Palazzo Rospoli.” The friends looked at","1767978659128","1"
"“But tell me,” said Beauchamp, “what is life? Is it not a halt in","1767978659128","1"
"that at Rome you said something of a projected marriage. May I","1767978659128","1"
"53rd of the line. For a year he had held this rank, and expected","1767978659128","1"
"“Great is truth,” muttered the count, “fire cannot burn, nor water","1767978659128","1"
"they search more vigilantly? they would have found——”","1767978659128","1"
"“Agreed.”","1767978659128","1"
"contradicted. You have known me long enough,” continued Albert, biting","1767978659128","1"
"nothing, reverend sir!”","1767978659128","1"
"I should have gone to join the blessed saints and glorious martyrs in","1767978659128","1"
"“Oh, no, sir,” she answered; “but you know, things impress us","1767978659128","1"
"“Why,” said she, “you could plant one of the chestnut-trees in the","1767978659128","1"
"and I hail it joyfully!”","1767978659128","1"
"“Well?” asked Madame Danglars, with an anxiety easy to be understood.","1767978659128","1"
"hours of profound meditation, which to him had seemed only minutes, he","1767978659128","1"
"“Mercédès came again, and she found him so altered that she was even","1767978659128","1"
"at this time, in consequence of the fair at Beaucaire.","1767978659128","1"
"staircase, accompanied by the noise which his assertions respecting","1767978659128","1"
"that moment have been suffering bitterly to find another dungeon where","1767978659128","1"
"that was useless. They have commissioned me to write to the major to","1767978659128","1"
"fifty—it is the privilege of weakness. But he does wrong to use his","1767978659128","1"
"since the previous day. With the instinct peculiar to lovers he had","1767978659128","1"
"banker. I will introduce you to him, for it will be necessary he should","1767978659128","1"
"unmerited as your words are sacrilegious.”","1767978659128","1"
"first line, and seized the paper. His sight was dimmed, his legs sank","1767978659128","1"
"of a catastrophe, which he could not foresee would have been so","1767978659128","1"
"last rise in Haiti bonds; from 206 they have risen to 409 in three","1767978659128","1"
"the frame, discovered to view a small opening, so cleverly contrived","1767978659128","1"
"“Is regarded with universal esteem.”","1767978659128","1"
"me, for I will come no more. I will consent to share this dreadful","1767978659128","1"
"followers, and followed the footsteps of Decesaris and Gasparone, whom","1767978659128","1"
"I thought I was worth,” he added, attempting to smile; “I fetched 2,000","1767978659128","1"
"instead of giving him fresh strength, deprived him of it; the pickaxe","1767978659128","1"
"deceased.”","1767978659128","1"
"30221m","1767978659128","1"
"alone with his thoughts. He knew his time well—the hour when Valentine","1767978659128","1"
"of the _mad abbé_, as the prisoner was usually called.","1767978659128","1"
"couch. Faria had now fully regained his consciousness, but he still lay","1767978659128","1"
"32,000 francs, to Madame Danglars; his second, the almost miraculous","1767978659128","1"
"then M. de Villefort locked the garden door, and returned upstairs. He","1767978659128","1"
"of steps provided for debarkation, and hailing three times, shouted","1767978659128","1"
"pellet about the size of a pea. This ball had an acrid and penetrating","1767978659128","1"
"“How long have you been here?”","1767978659128","1"
"“At La Réserve, the day before the betrothal feast.”","1767978659128","1"
"from the city, whether he gives eight hours, twelve hours, or a day","1767978659128","1"
"Cristo.","1767978659128","1"
"have suffered.”","1767978659128","1"
"“Yet conscience remains,” remarked Madame de Villefort in an agitated","1767978659128","1"
"“Yes; a little nervous, perhaps, but, upon the whole, he appeared","1767978659128","1"
"“If you ask me for a day, count, I know what to anticipate; it will not","1767978659128","1"
"monsieur. Made a peer at the Restoration, I served through the first","1767978659128","1"
"said the owner to his wife and daughter, “leave me; I wish to speak","1767978659128","1"
"it, and chose that regiment only from vanity.”","1767978659128","1"
"if they are disposed to do so, and pray do you remain in peace, who","1767978659128","1"
"sometimes. I must return to the minister’s. I will tell him of the","1767978659128","1"
"In a quarter of an hour he was entering the house in the Rue du Helder.","1767978659128","1"
"visits; when you see one prisoner, you see all,—always the same","1767978659128","1"
"“And, moreover, my dear duke,” continued the minister of police, “we","1767978659128","1"
"Danglars shuddered at this unexpected attack, and turned to Caderousse,","1767978659128","1"
"The young man had found Signor Pastrini looking very much alarmed, and","1767978659128","1"
"great gate, introduce myself. Meanwhile let us sit down and eat.”","1767978659128","1"
"a repetition, Carmela alone objecting to it, but the Count of","1767978659128","1"
"metals precious.","1767978659128","1"
"“Look at this ray of light which enters by my window,” said the abbé,","1767978659128","1"
"gentleman, and the Count of Morcerf is too aristocratic to consent, for","1767978659128","1"
